Article,Unit,Value
Άρθρο 38,Στο Τμήμα Πολεοδομικών Μελετών και Ρυθμίσεων,"αα) η παροχή κατευθύνσεων και οδηγιών στους αρμόδιους φορείς για την εκπόνηση πολεοδομικών μελετών 
και πολεοδομικών σχεδίων εφαρμογής σε συνεργασία 
με τη Διεύθυνση Τοπογραφικών Εφαρμογών και εν γένει 
ρυθμίσεων και η σύνταξη σχετικών προτύπων και προδιαγραφών. Συμπεριλαμβάνονται και οι πολεοδομικές 
ρυθμίσεις / τροποποιήσεις λόγω άρσης απαλλοτρίωσης 
ή δέσμευσης περιλαμβανομένων και αυτών που εκπονούνται στο πλαίσιο στεγαστικών προγραμμάτων,  ββ) ο συντονισμός προγραμμάτων πολεοδομικών 
μελετών αρμοδιότητας του τμήματος και η μέριμνα για 
την έγκριση, τροποποίηση και αναθεώρηση μελετών 
Πολεοδόμησης (α και β κατοικίας, ΖΥΣ), γγ) η μέριμνα για την έγκριση πολεοδομικών σχεδίων 
στο πλαίσιο ειδικών νομοθετικών ρυθμίσεων (όπως ΕΣΧΑΔΑ - ΕΣΧΑΣΕ,"
Άρθρο 38,##Διεύθυνση Πολεοδομικού Σχεδιασμού Επιχειρησιακοί Στόχοι,"κ) λ.π.) καθώς και τοπικών ρυμοτομικών 
σχεδίων σε εκτός σχεδίου περιοχές για τον καθορισμό 
χώρων για την ανέγερση κτηρίων δημόσιων και δημοτικών σκοπών και κτηρίων κοινής ωφέλειας. "
Άρθρο 38,Στο Τμήμα Οικισμών,"αα) η μέριμνα για τις οριοθετήσεις οικισμών κάτω των 
2000 κατοίκων καθώς και οικισμών προϋφιστάμενων του 
΄23 και ο καθορισμός όρων και περιορισμών δόμησης 
αυτών, ββ) η μέριμνα για την θέσπιση όλων των απαιτούμενων μέτρων και διατάξεων που αφορούν τις οριοθετήσεις οικισμών κάτω των 2000 κατοίκων καθώς και οικισμών προϋφιστάμενων του ΄23, εναρμονισμένη με τη 
νομολογία του ΣτΕ."
Άρθρο 38,Στο Τμήμα Οργανωμένης Οικιστικής Ανάπτυξης,"αα) η μέριμνα για τη χάραξη στεγαστικής πολιτικής και 
η παροχή κατευθύνσεων και οδηγιών στους αρμόδιους 
φορείς για την εκτέλεση στεγαστικών προγραμμάτων και 
ρυθμίσεων εν γένει και η σύνταξη σχετικών προτύπων 
και προδιαγραφών,  ββ) η μέριμνα για την έγκριση, τροποποίηση και αναθεώρηση πολεοδομικών μελετών ιδιωτικών πολεοδομήσεων, ιδίως σε εκτάσεις Οικοδομικών Συνεταιρισμών και 
Περιοχών Ειδικά Ρυθμιζόμενης Πολεοδόμησης (ΠΕΡΠΟ),  γγ) η μέριμνα για την έγκριση, τροποποίηση και αναθεώρηση πολεοδομικών μελετών στεγαστικών προγραμμάτων δημοσίων και δημοτικών φορέων καθώς 
και στεγαστικών προγραμμάτων Οργανωμένης Πολεοδόμησης (Ενεργός Πολεοδομία (ΖΕΠ Κοζάνης, Ξάνθης και Κομοτηνής),  δδ) η παρακολούθηση εφαρμογής οργανωμένων 
προγραμμάτων στέγασης και έργων στέγασης ειδικών 
ομάδων πληθυσμού (παλιννοστούντων, Ρομά, KA#.) καθώς και μεταφοράς οικισμών λόγω κατολισθήσεων ή 
εκτέλεσης μεγάλων αναπτυξιακών έργων, εε) η χορήγηση βεβαίωσης για την ανάπτυξη οργανωμένων οικιστικών αναπτύξεων σε Περιοχές Περιβαλλοντικής Αναβάθμισης και Ιδιωτικής Πολεοδόμησης 
(ΠΠΑΙΠ) και σε Ειδικά Σχέδια Περιβαλλοντικής Αναβάθμισης και Ανάπτυξης (ΕΣΠΕΡΑΑ)."
Άρθρο 39,Στο Τμήμα Ιστορικών Κέντρων Πόλεων και Παραδοσιακών Οικισμών,"αα) η μελέτη και η μέριμνα για το χαρακτηρισμό τμημάτων πόλεων (ιστορικών κέντρων πόλεων), οικισμών 
ή τμημάτων τους ως παραδοσιακών και ο καθορισμός 
ζωνών προστασίας αυτών, η μέριμνα για τη θέσπιση 
όλων των απαιτούμενων προς τούτο μέτρων καθώς και 
η μέριμνα για τη εφαρμογή τους, τα οποία αναφέρονται στην πολεοδομική συγκρότηση, το σχέδιο πόλεως, 
τους όρους δόμησης, τις χρήσεις γης, τη μορφολογική κατάσταση, την ανάδειξη, την αναστήλωση, και την 
ανάπλαση των ιστορικών κέντρων, των παραδοσιακών 
οικισμών, των ζωνών προστασίας αυτών, καθώς και 
των αρχαιολογικών χώρων και ιστορικών τόπων του N# 
3028/2002 (Α΄153),  ββ) ο προγραμματισμός, η εκπόνηση, ανάθεση, επιλογή, παρακολούθηση, εποπτεία, έλεγχος, επίβλεψη, 
παραλαβή και έγκριση των μελετών για την ανάπλαση 
παραδοσιακών συνόλων, την αποκατάσταση, επισκευή 
διατηρητέων κτηρίων ή κτηρίων που απομένουν μετά 
τη ρυμοτομία για παρεμβάσεις πέραν αυτών της αρμοδιότητας της Διεύθυνσης Έργων Αστικών Αναπλάσεων 
(ΔΕΑΑ),  γγ) η εποπτεία, επίβλεψη, παραλαβή και έλεγχος των 
μελετών αρμοδιότητας της Δ/νσης Έργων Αστικών Αναπλάσεων που αφορούν ειδικά σε ανάπλαση παραδοσιακών συνόλων, στην αποκατάσταση ή επισκευή διατηρητέων κτηρίων, σε συνεργασία με το αρμόδιο τμήμα 
της ΔΕΑΑ. "
Άρθρο 39,Στο Τμήμα Διατηρητέων Κτηρίων,"αα) η μελέτη και η μέριμνα για το χαρακτηρισμό αρχιτεκτονικών συνόλων, κτιρίων ή τμημάτων τους και 
λοιπών στοιχείων του ανθρωπογενούς περιβάλλοντος 
ως διατηρητέων, καθώς και ο καθορισμός των όρων 
προστασίας αυτών,  ββ) η σύνταξη και έγκριση προτύπων, προδιαγραφών, 
κανονισμών και ειδικών μελετών και προγραμμάτων, που 
αναφέρονται σε ειδικούς όρους δόμησης, στις χρήσεις, 
στη μορφολογική κατάσταση και στην ανάδειξη διατηρητέων κτηρίων και λοιπών στοιχείων του ανθρωπογενούς περιβάλλοντος,  γγ) η τήρηση ηλεκτρονικού αρχείου παραδοσιακών 
οικισμών, διατηρητέων κτιρίων και μελετών της Διεύθυνσης,  δδ) ο έλεγχος αιτημάτων κατεδάφισης αξιόλογων 
κτηρίων,  εε) ο συντονισμός ελέγχου, κατευθύνσεις και εισηγήσεις στο ΚΕΣΑ για την δυνατότητα υπαγωγής στο νόμο 
περί αυθαιρέτων κατασκευών και χρήσεων, που έχουν 
εκτελεσθεί ή εγκατασταθεί σε κτίρια κηρυγμένα ως διατηρητέα, προκειμένου να εντάσσονται μορφολογικά 
και αισθητικά στο σύνολο του κτιρίου και ευρύτερο δομημένο περιβάλλον. "
Άρθρο 39,Στο Τμήμα Κανονισμών Προτύπων και Σύγχρονης Αρχιτεκτονικής,"αα) η σύνταξη προτύπων, προδιαγραφών και κανονισμών που αφορούν στο σχεδιασμό των κτιρίων και των 
εγκαταστάσεων σε σχέση με τον περιβάλλοντα χώρο, 
τη λειτουργία τους και τις γενικές και ειδικές κατασκευαστικές απαιτήσεις, η σύνταξη κανονισμών για την αντιμετώπιση και διαχείριση της αυθαίρετης δόμησης και η 
παροχή οδηγιών προς τις περιφερειακές υπηρεσίες για 
την εφαρμογή τους,  ββ) η σύνταξη προδιαγραφών, οδηγιών σχεδιασμού 
και κανονιστικών ρυθμίσεων σχετικά με θέματα ασφαλούς και αυτόνομης διαβίωσης και διακίνησης Ατόμων 
με Αναπηρίες, καθώς επίσης και ο συντονισμός και η 
συνεργασία με τους Εθνικούς, Τεχνικούς και Αναπηρικούς Φορείς και υπηρεσίες σε σχετικά θέματα και η παρακολούθηση και συμμετοχή σε σχετικά προγράμματα,  γγ) η μέριμνα για τη μελέτη και προώθηση τύπων κατοικιών, αγροτικών, αστικών, παραθεριστικών με χρήση 
νέων και ανανεώσιμων πηγών ενέργειας, με ενσωμάτωση στην κατασκευή παραδοσιακών μορφολογικών 
στοιχείων και με χρήση νέων υλικών και τεχνολογιών,  δδ) ο έλεγχος και η έγκριση μελετών τύπων προκατασκευασμένων ή λυόμενων κατοικιών, καθώς και όλων 
των προτύπων μελετών κατοικίας που υποβάλλονται 
από ιδιώτες ή φορείς,  εε) η μέριμνα για την εκπόνηση - έγκριση μελετών 
τύπων κατοικιών για δικαιούχους στεγαστικής αποκατάστασης, "
Άρθρο 39,##Διεύθυνση Αρχιτεκτονικής Οικοδομικών Κανονισμών και Αδειοδοτήσεων Επιχειρησιακοί Στόχοι,στ) η παροχή οδηγιών και κατευθύνσεων για την εφαρμογή των γενικών πολεοδομικών διατάξεων. 
Άρθρο 39,Στο Τμήμα Αδειοδοτήσεων,"αα) η τήρηση και ενημέρωση ηλεκτρονικού αρχείου 
των αδειών δόμησης,  ββ) η έκδοση και προώθηση διοικητικών πράξεων για 
την εκτέλεση οικοδομικών εργασιών ειδικών κατηγοριών έργων,  γγ) η έγκριση εγκαταστάσεων κεραιών ραδιοεπικοινωνίας και κινητής τηλεφωνίας παραμεθόριων περιοχών,  δδ) η μέριμνα για την έγκριση αρχιτεκτονικών, στατικών, ηλεκτρομηχανολογικών (Η/Μ) μελετών και μελετών 
του Κανονισμού Ενεργειακής Απόδοσης Κτηρίων (ΚΕ.ΝΑΚ) για κτίρια οργανωμένων κοινωνικών στεγαστικών 
προγραμμάτων."
Άρθρο 40,Στο Τμήμα Οριοθέτησης Υδατορεμάτων,"αα) ο έλεγχος και η γνωμοδότηση για την έγκριση 
οριογραμμών υδατορεμάτων στο πλαίσιο εκπόνησης 
πολεοδομικών μελετών, ρυθμίσεων, καθώς και για την 
έγκριση χώρων αστικών υποδομών, ββ) η σύνταξη σχετικών προτύπων και προδιαγραφών 
για τις μελέτες οριοθέτησης και η παροχή κατευθύνσεων 
και οδηγιών για τις μελέτες και τα πολεοδομικά θέματα 
που σχετίζονται με υδατορέματα."
Άρθρο 40,Στο Τμήμα Τοπογραφικών Εφαρμογών και Απαλλοτριώσεων,"αα) η μέριμνα για την εκτέλεση τοπογραφικών αποτυπώσεων, κτηματογραφήσεων και χαράξεων, για την 
κάλυψη αναγκών και προγραμμάτων του Υπουργείου,  ββ) η σύνταξη σχετικών προτύπων και προδιαγραφών 
και η παροχή κατευθύνσεων και οδηγιών, για τη σύνταξη 
των πράξεων εφαρμογής, των πράξεων τακτοποίησης 
και αναλογισμού, γγ) η σύνταξη σχετικών προτύπων, προδιαγραφών, 
η παροχή κατευθύνσεων και οδηγιών για την σύνταξη 
πολεοδομικών σχεδίων εφαρμογής σε συνεργασία με 
την Διεύθυνση Πολεοδομικού Σχεδιασμού, δδ) η παροχή κατευθύνσεων για τη σύνταξη τροποποιήσεων σε περίπτωση άρσης απαλλοτρίωσης ή δέσμευσης, 
περιλαμβανομένων και αυτών που αναφέρονται σε εκτάσεις στεγαστικών προγραμμάτων, σε συνεργασία με το 
Τμήμα Πολεοδομικών Μελετών και Ρυθμίσεων της ΔΠΣ,  εε) ο προγραμματισμός απαλλοτριώσεων, σε συνεργασία με το Πράσινο Ταμείο και άλλους χρηματοδοτικούς 
φορείς, "
Άρθρο 40,Στο Τμήμα Κτηματολογικών Γραφείων,"αα) η τήρηση και λειτουργία του Κτηματολογικού Γραφείου Πρωτευούσης και η παρακολούθηση της ένταξής 
του στο Εθνικό Κτηματολόγιο,  ββ) η μέριμνα για την έκδοση Κανονισμού Λειτουργίας των Κτηματολογικών Γραφείων και ο έλεγχος των 
εισπραττόμενων ανταποδοτικών τελών και λοιπών δικαιωμάτων που απορρέουν από την κτηματογράφηση και 
τη λειτουργία των Κτηματολογικών Γραφείων,  γγ) η παροχή κατευθύνσεων για τη ρύθμιση θεμάτων 
ομοιόμορφης εφαρμογής του ισχύοντος θεσμικού πλαισίου από όλα τα Κτηματολογικά Γραφεία της Επικράτειας,  δδ) η σύσταση Ειδικού Μητρώου Διαπιστευμένων Μηχανικών και ο ορισμός των προϋποθέσεων, της διαδικασίας και των ειδικότερων προσόντων για την εγγραφή 
στο μητρώο αυτό. "
Άρθρο 40,Στο Τμήμα Χαρτογραφικής Τεκμηρίωσης,"αα) η τήρηση, κωδικοποίηση και διαχείριση του αρχείου διαγραμμάτων, προεδρικών διαταγμάτων και αποφάσεων ΥΠΕΝ,  ββ) η παροχή διευκρινήσεων σε θέματα εγκεκριμένων 
σχεδίων εφαρμογής γραμμών, υψομετρικών μελετών, 
όρων δόμησης και λοιπών θεμάτων σχετικών με ρυμοτομικά διαγράμματα,  γγ) η μέριμνα για δημοσίευση στην Εφημερίδα της 
Κυβερνήσεως των Προεδρικών Διαταγμάτων και Υπουργικών Αποφάσεων πολεοδομικού και χωροταξικού περιεχομένου και η ανακοίνωση στους αρμόδιους φορείς 
εφαρμογής."
Άρθρο 41,Στο Τμήμα Μελετών Αστικής Αναζωογόνησης και Αναπλάσεων,"αα) η μέριμνα για την προώθηση προγραμμάτων 
αστικής ανάπλασης για το βιοκλιματικό σχεδιασμό των 
πόλεων,  ββ) η μέριμνα για την ανάπτυξη και προώθηση δράσεων και προγραμμάτων ήπιων μορφών μετακίνησης,  γγ) η σύνταξη και έγκριση προτύπων, προδιαγραφών, 
κανονισμών και ειδικών μελετών και προγραμμάτων 
αστικής αναζωογόνησης και ανάπλασης για το σύγχρονο αστικό βιοκλιματικό σχεδιασμό των πόλεων και τον 
αστικό εξοπλισμό του δημοσίου ελευθέρου χώρου,  δδ) ο προγραμματισμός, η εκπόνηση, ανάθεση, επιλογή, έγκριση, εποπτεία, επίβλεψη, έλεγχος και παραλαβή των μελετών αστικών αναπλάσεων, για παρεμβάσεις 
αρμοδιότητας του Υπουργείου και άλλων φορέων, ιδίως για τη διαμόρφωση και τυχόν ενοποίηση κοινοχρήστων χώρων, καθώς και ακάλυπτων χώρων στεγαστικών 
προγραμμάτων, διαμόρφωση των προσόψεων κτηρίων, 
αισθητική αναβάθμιση των τεχνικών έργων και του περιβάλλοντος χώρου,  εε) η μέριμνα για τη σύνταξη, σε συνεργασία με τους 
οργανισμούς κοινής ωφελείας ή άλλους κρατικούς φορείς, προτύπων, προδιαγραφών και κανονισμών, για το 
σχεδιασμό, την κατασκευή, τη συντήρηση και τη λειτουργία των έργων αστικής και τεχνικής υποδομής,  στστ) η διοργάνωση Αρχιτεκτονικών Διαγωνισμών με 
αντικείμενα σχετικά με τα ανωτέρω. "
Άρθρο 41,Στο Τμήμα Μελετών Ανάπλασης και Αποκατάστασης Τεχνικών Έργων και Κτηρίων,"αα) η μέριμνα για την προώθηση και τον έλεγχο προγραμμάτων ανάπλασης και αποκατάστασης τεχνικών 
έργων και κτηρίων, που αποβλέπουν: ααα) στην αρχιτεκτονική, μορφολογική και αισθητική θεώρηση των 
τεχνικών έργων και του χώρου που τα περιβάλλει, όπως 
λιμάνια, δεξαμενών, γεφυρών, συγκοινωνιακών κόμβων, 
αερολιμένων, σιδηροδρομικών σταθμών, σταθμών ΜΕΤΡΟ και ΗΣΑΠ, ρεμάτων και γενικά κοινόχρηστων χώρων 
και κτηρίων μαζικής εξυπηρέτησης, βββ) στην ανάπλαση 
παραδοσιακών συνόλων και γγγ) στην αποκατάσταση, 
επισκευή διατηρητέων κτηρίων ή κτηρίων που απομένουν μετά τη ρυμοτομία,  ββ) η σύνταξη προτύπων και προδιαγραφών για την 
πολεοδομική και αρχιτεκτονική ένταξη στο περιβάλλον 
μεγάλων συγκοινωνιακών, λιμενικών, υδραυλικών έργων 
και της ευρύτερης περιοχής τους,  γγ) ο προγραμματισμός, η εκπόνηση, ανάθεση, επιλογή, παρακολούθηση, εποπτεία, έλεγχος, επίβλεψη, 
παραλαβή και έγκριση των μελετών για την ανάπλαση 
και αποκατάσταση τεχνικών έργων και κτηρίων για παρεμβάσεις αρμοδιότητας του Υπουργείου,  δδ) η διοργάνωση Αρχιτεκτονικών Διαγωνισμών με 
αντικείμενα τα ανωτέρω και μετά από γνώμη της Διεύθυνσης Αρχιτεκτονικής, Οικοδομικών Κανονισμών και 
Αδειοδοτήσεων, εφόσον αφορούν προστατευόμενα 
κτίρια και περιοχές αρμοδιότητάς της."
Άρθρο 41,Στο Τμήμα Εκτέλεσης Εποπτείας και Διαχείρισης Έργων,"αα) η σύνταξη και παρακολούθηση εκτέλεσης του οικονομικού και τεχνικού προγράμματος της Διεύθυνσης 
και η μέριμνα για τη χρηματοδότησή του,  ββ) η μέριμνα, σε συνεργασία με τις αρμόδιες υπηρεσίες για τη χρηματοδότηση ή επιδότηση άλλων φορέων 
και κατανομή των σχετικών κονδυλίων,  γγ) η προκήρυξη εκδηλώσεων ενδιαφέροντος για τα 
προς ανάθεση έργα και η σύνταξη τευχών δημοπράτησης έργων προς εκτέλεση,  δδ) η μέριμνα για την τήρηση της διαδικασίας και την 
έγκριση των συμβάσεων,  εε) η εκτέλεση και επίβλεψη των έργων ή η ανάθεση 
σε τρίτους όλων των απαιτούμενων για την υλοποίηση 
του προγράμματος έργων, "
Άρθρο 45,Στο Τμήμα Ανανεώσιμων Πηγών Ενέργειας ΑΠΕ Ηλεκτρικής και Θερμικής,"αα) η εισήγηση για την πολιτική της χώρας για τις ΑΠΕ 
Ηλεκτρικής και Θερμικής/Ψυκτικής Ενέργειας,  ββ) η εισήγηση νομοθετικών και κανονιστικών ρυθμίσεων για την προώθηση και υλοποίηση των επενδύσεων ΑΠΕ για την παραγωγή ηλεκτρικής και θερμικής/
ψυκτικής ενέργειας, γγ) η εισήγηση για την προσαρμογή της σχετικής εθνικής νομοθεσίας στη νομοθεσία της Ευρωπαϊκής Ένωσης 
στον τομέα αρμοδιότητάς του, δδ) η ενημέρωση των επενδυτών για τη νομοθεσία 
που διέπει τις επενδύσεις σε έργα ΑΠΕ για την παραγωγή 
ηλεκτρικής και θερμικής/ψυκτικής ενέργειας, εε) η μέριμνα για την κατάρτιση και επικαιροποίηση 
του Εθνικού Σχεδίου Δράσης για την ανανεώσιμη ενέργεια, η σύνταξη της ετήσιας έκθεσης για την εξέλιξη των 
ΑΠΕ στην Ελλάδα και η λήψη μέτρων για την αύξηση της 
κοινωνικής αποδοχής των ΑΠΕ, στστ) η μέριμνα για τη σύνταξη εκθέσεων σχετικά με 
την πορεία υλοποίησης των έργων ΑΠΕ και τη συμβολή 
τους στην εθνική οικονομία."
Άρθρο 45,Στο Τμήμα Ανανεώσιμων Πηγών Ενέργειας ΑΠΕ Μεταφορών και Εναλλακτικών Καυσίμων,"αα) η εισήγηση για τη πολιτική της χώρας για τις ΑΠΕ 
στον τομέα των μεταφορών και για άλλα υγρά ή αέρια 
καύσιμα, πλην του φυσικού αερίου, που υποκαθιστούν 
προϊόντα διύλισης αργού πετρελαίου στον τομέα των 
μεταφορών, ββ) η εισήγηση νομοθετικών και κανονιστικών ρυθμίσεων για την προώθηση των ΑΠΕ στον τομέα των μεταφορών και για την προώθηση άλλων υγρών ή αέριων 
καυσίμων, πλην του φυσικού αερίου, που υποκαθιστούν 
προϊόντα διύλισης αργού πετρελαίου στον τομέα των 
μεταφορών, γγ) η μέριμνα για τη συγκέντρωση, αξιολόγηση, επεξεργασία, τήρηση και παροχή στατιστικών στοιχείων 
σχετικά με τον έλεγχο της λειτουργίας της αγοράς των 
βιοκαυσίμων και των βιορευστών , δδ) η εισήγηση, η παρακολούθηση και ο έλεγχος επί 
θεμάτων αειφορίας βιοκαυσίμων και βιορευστών, εε) η εισήγηση για την προσαρμογή της σχετικής εθνικής νομοθεσίας στη νομοθεσία της Ευρωπαϊκής Ένωσης 
στον τομέα αρμοδιότητάς του, στστ) η συνεργασία με το Τμήμα Ανανεώσιμων Πηγών Ενέργειας (ΑΠΕ) Ηλεκτρικής και Θερμικής/Ψυκτικής Ενέργειας για τη σύνταξη της έκθεσης του άρθρου 
21 του N# 3468/2006 (Α΄129), σχετικά με τη πρόοδο που 
σημειώνεται ως προς την προώθηση και τη χρήση των 
ΑΠΕ στον τομέα των μεταφορών, ζζ) η εποπτεία της λειτουργίας της σχετικής αγοράς 
και η μέριμνα για την ορθή εφαρμογή του θεσμικού 
πλαισίου από τους συναρμόδιους φορείς και Υπηρεσίες, ηη) η εισήγηση μέτρων για τον έλεγχο και την ομαλή 
λειτουργία της αγοράς στον τομέα αρμοδιότητάς του 
και η επιβολή των σχετικών κυρώσεων."
Άρθρο 45,Στο Τμήμα Αδειοδότησης Τεκμηρίωσης και Ελέγχου,"αα) η έκδοση αδειών για την εγκατάσταση και λειτουργία σταθμών ηλεκτροπαραγωγής από ΑΠΕ και παραγωγή 
και διανομή θερμικής ενέργειας, ββ) η επιμέλεια για όλα τα θέματα σχετικά με την 
αδειοδότηση των έργων με συντονισμό των φορέων 
και των Υπηρεσιών που εμπλέκονται στη διαδικασία 
αδειοδότησης, γγ) η εισήγηση για την επιβολή κυρώσεων για παραβάσεις της κείμενης νομοθεσίας σε σχέση με τις ανωτέρω 
δραστηριότητες, δδ) ο έλεγχος των μελετών και η προώθηση των διαδικασιών για απαλλοτριώσεις και σύσταση δουλείας, εε) η μέριμνα για την τήρηση μητρώου αδειών παραγωγής, εγκατάστασης και λειτουργίας έργων ΑΠΕ, και 
εξαιρέσεων από την αδειοδότηση, η σύνταξη σχετικών 
εκθέσεων καθώς και η εποπτεία τήρησης υποχρεώσεων 
φορέων υλοποίησης έργων ΑΠΕ, στστ) η εποπτεία έργων υποστήριξης της Διεύθυνσης, ζζ) η παροχή πληροφοριών για την εξέλιξη της αδειοδοτικής διαδικασίας και η οργάνωση αυτής μέσω διαδικτύου καθώς και η λειτουργία γραφείου ενημέρωσης 
επενδυτών."
Άρθρο 46,##Διεύθυνση Ηλεκτρικής Ενέργειας Επιχειρησιακοί Στόχοι,"α) Στο τμήμα Αγοράς Ηλεκτρικής Ενέργειας ανήκουν 
οι ακόλουθες αρμοδιότητες: αα) η εισήγηση προτάσεων για τη διαμόρφωση του 
εθνικού νομοθετικού και κανονιστικού πλαισίου της 
αγοράς ηλεκτρικής ενέργειας (Η/Ε), ββ) η εισήγηση προτάσεων για τον μακροχρόνιο ενεργειακό σχεδιασμό της χώρας, ως προς την παραγωγή 
Η/Ε, γγ) η μέριμνα για την έκδοση αποφάσεων με τις οποίες 
ρυθμίζονται ζητήματα καθορισμού, είσπραξης, απόδοσης και διαχείρισης των τελών για την έκδοση και για την 
χρήση των αδειών των δραστηριοτήτων Η/Ε, καθώς και 
ζητήματα κατανομής των πόρων που προκύπτουν, όπου 
αυτό προβλέπεται από την κείμενη νομοθεσία, δδ) η εποπτεία των φορέων που δραστηριοποιούνται 
στην αγορά Η/Ε και εγκρίνει τους γενικούς όρους συμβάσεων πώλησης Η/Ε,  εε) η μελέτη και εισήγηση κανονιστικών ρυθμίσεων 
για την χορήγηση αδειών προμήθειας και εμπορίας Η/Ε,  στστ) η εισήγηση ρυθμίσεων και διατύπωση προτάσεων για την ασφάλεια εφοδιασμού Η/Ε, ζζ) η μέριμνα για την έκδοση αποφάσεων, έγκριση 
κανονισμών και αποφάσεων ρύθμισης θεμάτων διαχείρισης, που αφορούν την λειτουργία της αγοράς Η/Ε,  ηη) η επιμέλεια για την σύνταξη και αποστολή απόψεων και στοιχείων στο ΣτΕ και τα τακτικά Διοικητικά 
Δικαστήρια επί υποθέσεων που συζητούνται σε αυτά, 
σχετικών με τις αρμοδιότητες του τμήματος, θθ) η εξέταση αιτημάτων πολιτών και φορέων σε θέση 
με το αντικείμενο του τμήματος, ιι) η μέριμνα για την εκπροσώπηση του Υπουργείου 
ΠΕΚΑ σε εθνικά, Ευρωπαϊκά και Διεθνή όργανα, Φορείς 
και Οργανισμούς για ζητήματα που αφορούν τις αρμοδιότητες του Τμήματος."
Άρθρο 46,Στο Τμήμα Παραγωγής Μεταφοράς και Διανομής,"αα) η εισήγηση Κανονισμών και Προδιαγραφών ασφαλείας των εγκαταστάσεων παραγωγής, μεταφοράς και 
διανομής ηλεκτρικής και θερμικής ενέργειας,  ββ) η θέσπιση κανόνων για την προστασία της ζωής, 
της υγείας και της περιουσίας από κινδύνους που προέρχονται από την παραγωγή, μεταφορά, διανομή και 
προμήθεια Η/Ε και από την χρήση τους, σε συνεργασία 
με άλλους αρμόδιους φορείς και γνωμοδοτεί για θέματα προστασίας του περιβάλλοντος από την λειτουργία 
μονάδων παραγωγής Η/Ε και την μεταφορά και διανομή 
ηλεκτρικής και θερμικής ενέργειας, γγ) ο έλεγχος των υποβαλλόμενων μελετών και η προώθηση των διαδικασιών για κήρυξη απαλλοτρίωσης ιδιωτικών εκτάσεων, παραχώρηση δημοσίων εκτάσεων και 
σύσταση δουλείας για έργα εγκαταστάσεων αρμοδιότητας του Τμήματος, δδ) η μελέτη και εισήγηση νομοθετικών και κανονιστικών ρυθμίσεων, μέτρων και κίνητρων για την προώθηση 
των επενδύσεων συμπαραγωγής ηλεκτρισμού και θερμότητας υψηλής αποδοτικότητας (Σ.Η.Θ.Υ.Α.), περαιτέρω 
δε παρακολουθεί και ελέγχει την εφαρμογή τους,  εε) η μελέτη και εισήγηση κανονιστικών ρυθμίσεων για 
την χορήγηση αδειών παραγωγής ηλεκτρικής ενέργειας 
και διανομής θερμικής ενέργειας σταθμών παραγωγής 
Η/Ε και σταθμών συμπαραγωγής ηλεκτρισμού και θερμότητας από συμβατικά καύσιμα,  στστ) η μελέτη και εισήγηση κανονιστικών ρυθμίσεων 
για την χορήγηση αδειών εγκατάστασης και λειτουργίας 
σταθμών ηλεκτροπαραγωγής και σταθμών συμπαραγωγής ηλεκτρισμού και θερμότητας από συμβατικά καύσιμα και για τον έλεγχο τήρησης της σχετικής νομοθεσίας 
και των όρων των αδειών, καθώς και την επιβολή των 
προβλεπόμενων κυρώσεων,  ζζ) η μέριμνα για κάθε θέμα που αφορά την κατάρτιση 
προγραμμάτων ανάπτυξης του συστήματος μεταφοράς 
και διανομής Η/Ε και ηλεκτροδότησης των οικισμών και 
εγκαταστάσεων της χώρας και η παρακολούθηση της 
υλοποίησής τους,  ηη) η εισήγηση για ζητήματα εφαρμογής ή παραβάσεων της νομοθεσίας σχετικά με την μεταφορά και διανομή 
Η/Ε,  θθ) η έκδοση άδειών για την εγκατάσταση και λειτουργία σταθμών ηλεκτροπαραγωγής και σταθμών συμπαραγωγής ηλεκτρισμού και θερμότητας από συμβατικά 
καύσιμα, ιι) η μέριμνα για την καταχώρηση των μελετών ασφαλείας που αφορούν τις εγκαταστάσεις ηλεκτροπαραγωγής, ο χειρισμός θεμάτων προστασίας του περιβάλλοντος από την εγκατάσταση και λειτουργία σταθμών 
ηλεκτροπαραγωγής από συμβατικά καύσιμα και εγκαταστάσεων μεταφοράς και διανομής ηλεκτρικής και 
θερμικής ενέργειας και η διενέργεια επιθεωρήσεις κατά 
SΕVΕSΟ στις εγκαταστάσεις αρμοδιότητος του τμήματος, ιαια) η μέριμνα για την εκπροσώπηση του Υπουργείου 
Π.ΕΝ. σε εθνικά, Ευρωπαϊκά και Διεθνή όργανα, φορείς 
και οργανισμούς, για ζητήματα που αφορούν της αρμοδιότητες του τμήματος, ιβιβ) η μέριμνα για την σύνταξη και αποστολή απόψεων και στοιχείων της Διοίκησης στο ΣτΕ και στα Διοικητικά Δικαστήρια για υποθέσεις που συζητούνται σε αυτά 
και είναι σχετικές με τις αρμοδιότητες του τμήματος, ιγιγ) η εξέταση αιτημάτων φορέων και πολιτών σε σχέση με το αντικείμενο του τμήματος."
